date,industry,co2_emissions,energy_consumption_kwh,waste_tonnes,safety_score,employee_satisfaction,compliance_score,violations,operational_spend,season_factor,energy_efficiency_trend
2020-01-20,manufacturing,192.1485132618373,1877.9930210065372,109.50939361633495,87.04292090461273,76.43720252760515,97.49269632708128,1,979573.1304463105,1.0675045799188227,1871.4698276977394
2020-01-21,manufacturing,217.0510928521137,2275.8587372510424,103.83502968945345,85.64880463756049,69.75788103424573,92.23561534796313,0,950464.3307698823,1.0707352244352744,2267.5374987236164
2020-01-22,manufacturing,215.22453120329118,2147.604780428595,106.64953342416871,81.9092513994169,76.12310638788861,91.50673834351625,0,966256.6762940761,1.0739449085781345,2139.35986262439
2020-01-23,manufacturing,176.57789081756331,1800.9784520809812,85.46895901482108,85.22818413266788,68.48091985782999,89.20315994625471,0,1136757.987107776,1.0771326812487214,1793.7350286905275
2020-01-24,manufacturing,202.56639163516456,2170.8506380357107,102.3110791763611,75.53196556762641,75.07234621098284,85.4859171837895,0,1059863.5619149685,1.0802975978411946,2161.7227468702954
2020-01-25,manufacturing,194.25327364896734,1944.8516829460946,97.62545685338264,83.09999267475348,78.65771797432907,94.9611861352267,0,966930.0172869249,1.0834387205224634,1936.318512856386
2020-01-26,manufacturing,222.0935505766165,2402.049604773479,119.68135687744598,76.79201491365882,73.1500046348537,88.52048248352551,0,1011234.7542102135,1.0865551185100863,2391.0713159033994
2020-01-27,manufacturing,156.10843920287283,1551.795431723772,83.60192328529725,85.27110962168064,71.25248516698488,96.3610023783373,0,1070136.5598406154,1.089645868348082,1544.4194388124706
2020-01-28,manufacturing,218.77259179465824,2208.778011127303,112.20964961022932,90.55919050562335,62.03008382055628,99.14981513661546,0,1027230.1837717874,1.09271005418057,2197.8754505604957
2020-01-29,manufacturing,175.65547468911325,1585.4167637012354,95.26251127940768,76.08141446744659,76.00663643586127,84.62305900821083,1,921363.748539459,1.0957467680231576,1577.3012848376825
2020-01-30,manufacturing,177.99886902656678,1773.0758576201767,94.14657915800449,88.28697505859462,53.516934789167436,78.64603053087421,0,963658.1370488104,1.0987551100319954,1763.6756382653348
2020-01-31,manufacturing,206.15437158116188,2222.5083933903315,94.2406680728587,80.59628979409051,75.87202637968852,90.50630904496096,0,1008103.4669116768,1.1017341887704208,2210.319133463145
2020-02-01,manufacturing,204.65003906801445,2058.0928963187403,94.99076590233736,88.0787323184046,59.65980114898127,91.95608753800836,1,1002228.4096123504,1.10468312147311,2046.4291157363123
2020-02-02,manufacturing,173.7846049128797,1724.1470074878255,76.32730930372985,79.94670976292441,88.35357240777462,83.7103617611952,0,1074793.557804291,1.1076010343076599,1714.0605898937467
2020-02-03,manufacturing,201.41159720323546,2156.1241367350067,103.3588628267404,98.14139647160226,73.05707627821648,97.17480856418436,0,972642.8566406203,1.110487062633524,2143.116440846112
2020-02-04,manufacturing,193.46400755659727,1974.90597321544,92.12084228043224,86.09871148777125,73.04432463595074,86.85080983245244,0,1182423.1780912732,1.1133403512582236,1962.630506471505
2020-02-05,manufacturing,175.59970085930118,1792.9357777960556,88.44466561359029,86.48997940938766,83.95389985423917,98.56919157249554,0,940880.2342817967,1.1161600546907602,1781.463611027708
2020-02-06,manufacturing,246.3523654675402,2398.519402935376,117.70326553127337,82.32995210531335,81.10658175482571,85.85745499290819,1,1169315.1583550114,1.1189453373921527,2382.7339004663318
2020-02-07,manufacturing,186.36756109989312,1920.6678259061666,103.71076063631072,86.931406443031,68.58545980283908,95.12741171852181,0,1015139.3142031353,1.1216953740230253,1907.6761056943699
2020-02-08,manufacturing,226.80254210513627,2327.8373283717046,113.71143249161348,85.62882647976895,72.67220488680007,88.11036121291927,0,1006764.8710214214,1.1244093496881735,2311.6658807523036
2020-02-09,manufacturing,169.12726832900105,1697.2355255229904,83.93306398333326,90.70628098097562,71.92268208254355,94.1811769046074,0,1037893.2761513544,1.1270864601780355,1685.1345775348009
2020-02-10,manufacturing,225.01092004321725,2308.4919837624684,110.875575445777,92.94074327699694,72.27068185679171,95.34253475422297,0,1107055.9554060686,1.1297259122069963,2291.6108723638395
2020-02-11,manufacturing,201.85534075109834,1867.7420511325222,87.10376202808288,89.2359069661272,82.04908834102508,86.08674790976896,1,1180010.7629637537,1.1323269236484557,1853.742522047251
2020-02-12,manufacturing,232.20934008091146,2475.419532770186,113.11399036712866,77.32994763051434,68.55469014402449,89.26848762707493,0,1035902.2085367393,1.134888723766589,2456.4126551876725
2020-02-13,manufacturing,240.57354240669537,2408.1615367038253,115.20582365246295,81.26668964324793,75.64649933027326,86.0323052328966,0,884676.8193113602,1.1374105534447334,2389.2308335816565
2020-02-14,manufacturing,190.68696115644798,2003.8363945787717,81.68684637702954,93.56020615567606,71.66369826594544,96.08605548668196,0,916848.3476228402,1.1398916654103295,1987.7177837265842
2020-02-15,manufacturing,257.57445912319474,2527.24320297369,105.49226455854834,80.88154766884067,78.80729583400974,90.83195645325803,1,834680.5824115401,1.1423313244563549,2506.452353954711
2020-02-16,manufacturing,174.71910319604726,1851.0559403855757,78.14997808696123,83.90925774870864,90.91409842321147,96.63598300561624,0,1071697.5050639005,1.1447288076591824,1835.4894736108524
2020-02-17,manufacturing,192.43879945776527,1933.9524342926568,100.66140285755007,84.6494471544888,71.41314907575631,86.14708295821752,0,874157.9851788537,1.1470834045927971,1917.3352927182957
2020-02-18,manufacturing,181.07594598779386,1841.3881157059236,81.22932304375642,86.40518221679432,62.19308076668493,88.11054934623537,0,878363.2567216442,1.1493944175393112,1825.2296825150856
2020-02-19,manufacturing,234.29438585958974,2503.191012320008,107.86846119980022,90.7388870558986,78.32420068016023,93.31720493104638,0,1023186.9670083565,1.1516611616957126,2480.7675462133025
2020-02-20,manufacturing,186.28011995645903,1868.7095694276163,89.88059383635446,80.10894299269725,81.56570076686758,93.0186079833258,0,1118415.450864831,1.1538829653767877,1851.6281291220623
2020-02-21,manufacturing,202.24638158309452,2010.2559880130086,103.72952717000494,87.26392769878319,75.85693029099347,94.71062126920592,1,874498.8984663476,1.1560591702141552,1991.5131990936916
2020-02-22,manufacturing,208.8959609157556,2202.420937733102,97.58938710589366,85.4454563740105,84.09213948250414,93.73322344236117,0,890758.9804134486,1.1581891313513555,2181.4838465517273
2020-02-23,manufacturing,177.77776853535295,1682.0053072266942,85.40444206463191,82.62837898766128,73.54673050526019,91.2893235149966,0,1102553.530748715,1.1602722176349354,1665.707998034187
2020-02-24,manufacturing,199.93056832911736,2039.8678836777615,105.65571663320357,87.6815312461984,91.70548685560838,96.53715911878106,1,871419.4083171455,1.1623078118014722,2019.7302482630266
2020-02-25,manufacturing,211.52256862434288,2047.1860610858355,104.49785913461162,83.93984113157833,75.49746546791536,86.35611479637545,0,933389.2244716999,1.1642953106604828,2026.6019233601096
2020-02-26,manufacturing,235.23279643644187,2434.390092268513,132.7786705024432,81.35528322764797,75.94390983309158,93.97786644869984,1,1012005.8056409431,1.1662341252731616,2409.467634285508
2020-02-27,manufacturing,253.8482782563994,2596.244146024619,123.01862413087717,79.79597464976696,85.3220608064294,92.94139989284862,0,822360.8053726247,1.1681236811268956,2569.190047976465
2020-02-28,manufacturing,221.22716648118657,1897.8728992602657,98.5747536925164,88.67577192916342,88.46380010171968,83.86037210338021,0,997528.865003863,1.1699634183055057,1877.749201242515
2020-02-29,manufacturing,219.60916992018596,2261.943502695701,111.94806342998493,87.1572941125539,79.9859838740073,89.41648001776588,0,993545.904575791,1.1717527916551607,2237.5459402351808
2020-03-01,manufacturing,209.36872283690008,2215.077308015363,113.57949678906454,74.54845725988717,65.85861323961817,97.73197616066753,0,1155920.7870068757,1.1734912709459193,2190.780299152306
2020-03-02,manufacturing,190.39247007506066,1949.6302457043028,87.93828982173767,82.0128994623002,65.12396295703331,89.52199863693963,0,987394.3228512778,1.1751783410288485,1927.88848245239
2020-03-03,manufacturing,233.00977454052875,2491.615897689628,112.26784253138268,85.65613109594423,82.8900999860619,80.56079505980321,0,1083690.290026549,1.1768135019886727,2463.3745474781554
2020-03-04,manufacturing,247.63760811013384,2297.736124331301,126.96939580815368,78.19880790573431,67.08084231525245,85.28961792159804,0,992079.3643228759,1.1783962692919097,2271.2722530638657
2020-03-05,manufacturing,203.30812084947732,2102.3444570117713,98.20042288673355,90.6813889219678,85.72445050859804,85.24721359702642,0,1051141.6960596102,1.1799261739304487,2077.746642523882
2020-03-06,manufacturing,180.37956104663445,1926.295878472343,97.84308670740424,83.66014744691664,64.9658249163459,89.41916947352351,0,836289.3489276728,1.1814027625605272,1903.4057080700209
2020-03-07,manufacturing,183.6928669004504,1850.3410909099778,97.44902203842052,98.0216436744155,76.12180655303922,82.37538175530656,0,817994.6716621644,1.1828255976370667,1828.0152203432394
2020-03-08,manufacturing,191.12884812418486,1830.9658583908338,94.50928223921873,91.6190099626252,68.44908758206405,92.3201110991904,0,884029.9703386705,1.1841942575433269,1808.5390370906168
2020-03-09,manufacturing,199.4662991937087,1900.5580378401355,113.56050335887566,93.83765275144187,77.63100314846453,84.67485258669244,0,901649.6328892423,1.1855083367158392,1876.9313565653404
2020-03-10,manufacturing,220.31034289733108,2128.019407205945,117.11914006758411,86.80169736721605,75.63223829020797,97.46362749273727,0,906300.7654427333,1.186767445764585,2101.176017974279
2020-03-11,manufacturing,232.0222230814635,2318.1429291214145,119.75891998119366,98.66218685624364,77.00730547489843,87.49742632153284,0,947423.1912028902,1.1879712115883792,2288.477480302676
2020-03-12,manufacturing,210.19565464244772,1981.2508808664245,112.70492076938926,80.22258410566518,85.37104839424443,85.89110248939774,0,1007843.697508181,1.1891192774854284,1955.53446175463
2020-03-13,manufacturing,206.1924126281424,2180.3527322523473,87.02210728499101,85.09015720183673,70.2268484730085,96.9030558025004,0,1075126.9110910897,1.1902113032590307,2151.6533909868685
2020-03-14,manufacturing,210.81224006739737,1981.7514688046062,101.7262201512799,88.33229432327109,72.25487559933543,79.99452515537854,0,1044982.3168016274,1.1912469653183813,1955.3039629137952
2020-03-15,manufacturing,211.45807730142033,2077.279075438257,104.21699215593682,95.92430753744192,66.63709343784132,93.56331775756968,0,942217.8888488209,1.1922259567744602,2049.1769453500615
2020-03-16,manufacturing,168.33330660807772,1685.3213767925006,76.3807523073739,72.64212601705066,65.48796316764023,89.68123697195507,2,1275959.6617721342,1.193147987530971,1662.2136796701172
2020-03-17,manufacturing,221.6287913418973,2303.5945447130784,109.05119481436371,96.37333591068958,68.37756791038706,88.89768147226623,0,1109086.833669593,1.1940127843703014,2271.5884779126773
2020-03-18,manufacturing,285.0853197667135,2808.445267853489,137.58451755711644,82.93086804589156,73.01511828463467,86.21316814251314,0,962177.1290334235,1.1948200910344842,2768.9113947959536
2020-03-19,manufacturing,232.78833015199197,2280.9118844634427,108.42721745500545,89.55057770776067,81.54753887048062,93.68536539776524,1,984455.3593891951,1.1955696683011314,2248.3869983595764
2020-03-20,manufacturing,226.5907421200867,2322.536093106673,113.65782572804129,75.41275785272134,80.92199637733401,93.7578846949704,0,976424.6282643919,1.1962612940543218,2288.99306726473
2020-03-21,manufacturing,217.16763711644754,2219.8779698900034,104.51829709405074,87.56422242638914,67.09178750804132,90.66601584229424,0,990730.0031151067,1.1968947633504183,2187.411747295634
2020-03-22,manufacturing,267.258803394987,2490.48250704817,113.99631645810356,90.11954944014704,70.99449468797205,87.2590266528734,0,928862.3110403568,1.1974698884787973,2453.6033328121734
2020-03-23,manufacturing,253.41779443415112,2507.0180571407245,138.69414592991583,80.11082557755493,74.98138926995121,82.54366121115392,0,1007484.0961657248,1.1979864990174707,2469.435702353606
2020-03-24,manufacturing,194.41250876999888,2062.211785878414,93.54947089326151,81.53203868483587,80.53323770664474,88.74308530786048,0,1015297.4982373832,1.1984444418835865,2030.9204553065842
2020-03-25,manufacturing,224.53614344618197,2269.6313458829923,99.69938364246545,77.23105742164518,70.75631658404123,101.36137960270426,1,919007.1513434746,1.1988435813787903,2234.7777749407305
2020-03-26,manufacturing,219.68741689597718,2074.9190966798706,100.92722814181435,84.1873555218952,80.1346561927364,88.37394887946316,0,1031173.6201349639,1.1991837992294359,2042.676295360348
2020-03-27,manufacturing,224.4636988437622,2431.6953937950607,125.76600814460939,86.89823437006085,66.44069759007441,91.15937122907332,0,1046261.5204029111,1.1994649946216311,2393.463985409983
2020-03-28,manufacturing,235.13168243407546,2506.980499347363,122.62672710698753,83.21390651033627,65.25917880000429,87.51169293522332,0,1105682.2946605205,1.199687084231113,2467.10713491533
2020-03-29,manufacturing,160.860448410951,1642.2687069839449,87.06385306198018,81.23835971206609,78.26091971649504,82.84139029472117,0,1101462.8690226711,1.1998500022479366,1615.8482963414244
2020-03-30,manufacturing,229.34552120397166,2250.0259631303197,120.2532848259425,81.1189869364209,76.3029889342062,89.4042393667794,0,971413.4164157533,1.1999537003959782,2213.416765558364
2020-03-31,manufacturing,225.77011179244357,2173.1585326871273,125.62827088986019,82.93003866649717,65.75807073838654,88.66934913757323,0,821793.4518240839,1.199998147947238,2137.4027250195145
2020-04-01,manufacturing,188.99835269695015,1811.6616306080937,107.66474347391946,90.28366033786742,56.630499369329,92.78044566445203,0,930421.9393088131,1.1999833317309476,1781.5224700257652
2020-04-02,manufacturing,252.4050450146705,2555.9251207837083,118.67040385318593,80.75516044133994,81.35565149389693,91.65339285655536,0,1074403.928120646,1.1999092561374716,2512.936983468882
2020-04-03,manufacturing,218.34964457761293,2218.629576502887,89.60069893714102,86.3246227919785,77.06749040025944,87.1011992580099,0,1090339.2540927425,1.1997759431170067,2180.908817706769
2020-04-04,manufacturing,232.22168059839348,2057.006788701976,120.36430847491326,95.4413801829537,87.8696221145205,95.45953666583917,0,912390.3444291143,1.1995834321730785,2021.6578603403696
2020-04-05,manufacturing,232.57712448429334,2291.136429167179,114.83083870810772,78.82843980115815,76.08898596652351,83.03130561835037,1,1011890.0749063562,1.199331780350834,2251.3452114759757
2020-04-06,manufacturing,193.00439472010325,1810.8676909243045,96.08068931320675,77.57089618991438,83.77283418681044,87.28403637324628,1,1083321.6223616921,1.1990210622201396,1779.0864663669493
2020-04-07,manufacturing,208.302450040834,2051.7545751349503,100.73703484242037,84.28163193639199,80.4167093096085,88.03895656936395,1,1014335.7069754732,1.1986513698534829,2015.3706274588826
2020-04-08,manufacturing,169.69770957345744,1702.8436428091613,79.4002332721796,75.63668069092067,62.732775666299425,89.53315049374135,0,1119846.1124151775,1.198222812798691,1672.3356579836957
2020-04-09,manufacturing,244.19734413695934,2534.8295041975152,125.78654357924266,75.67760150894408,73.55805611332747,83.30703897721037,0,995641.7454725566,1.1977355180464682,2488.9523340118562
2020-04-10,manufacturing,226.1339148690164,2513.4891945262607,128.4732519889726,80.79239307355638,84.84259699539147,86.70684781735243,0,1150496.6843569165,1.197189629992766,2467.5387522131664
2020-04-11,manufacturing,205.15689088704835,1955.4760389541077,112.49129145856782,88.75958271882946,73.45388963077163,92.97801681516856,0,973343.3497337842,1.1965853103959965,1919.3694429880445
2020-04-12,manufacturing,201.22101013554285,1956.4207588791965,106.648647778686,93.62588143996005,88.56525075724987,95.5283960352163,2,1051251.6279848677,1.195922738329098,1919.939055514356
2020-04-13,manufacturing,221.3032103537501,2307.466047570669,99.19230630595126,83.7298275130926,70.54809199211313,86.6563730705388,0,961028.0894180044,1.1952021101264736,2264.016504078936
2020-04-14,manufacturing,214.48386676025837,2290.0947958385805,103.53056586932931,88.19677200441437,75.947208644817,91.66219913686169,0,978165.0256404758,1.1944236393258123,2246.5536882028928
2020-04-15,manufacturing,194.59781200129586,1929.7479687112213,103.58349271678016,90.45769923600453,74.11369399769424,81.15984946104257,0,877401.2330281525,1.1935875566048129,1892.7052746134739
2020-04-16,manufacturing,220.70326402153015,2243.3375883024905,114.69746597142301,81.79012596355318,81.90135148820859,84.79143816753654,0,1059739.5660562112,1.1926941097128299,2199.8652328436124
2020-04-17,manufacturing,246.2130201445634,2461.3456110021657,131.80506751882473,74.95759078039816,78.79274888541345,87.27023229897148,0,977113.0340308154,1.1917435633974593,2413.198631042891
2020-04-18,manufacturing,225.45544617163088,2102.4096804322307,111.7125585098927,87.91605730767968,61.16527237341609,104.34076123648933,0,1115419.7759256056,1.1907361993260892,2060.8995807088886
2020-04-19,manufacturing,195.10329655817452,1972.6629218518276,105.72248425589179,74.89749285490463,68.90573337684404,91.62081616691896,0,845399.3616153126,1.1896723160024343,1933.3539166449082
2020-04-20,manufacturing,188.9240458533609,1713.6772425864092,108.00084755592384,75.91975277587247,68.58955372468698,90.67796507804829,0,947469.6627591903,1.188552228678084,1679.2157258250736
2020-04-21,manufacturing,179.87200716634896,1768.404135520811,84.2857797326692,87.41561209428384,76.22166871812817,85.66837058426113,0,938123.2578087761,1.1873762692590863,1732.5187865184691
2020-04-22,manufacturing,218.81172674089922,2186.347481368629,106.7416166043298,87.89427739550884,85.65616799651141,92.39670473286733,0,971968.1594826906,1.186144786207596,2141.581317216291
2020-04-23,manufacturing,206.93650062829053,2066.0517472992096,87.48802234126084,83.75608082639985,69.45089760587064,93.28317794913106,0,1017243.8088719693,1.1848581444386186,2023.3709708010724
2020-04-24,manufacturing,216.53580054658548,2195.6950346016447,106.6888146966401,94.63740870664756,71.60352485780234,97.26655304650362,0,845406.5574341374,1.1835167252118788,2149.93466276534
2020-04-25,manufacturing,204.66668385119263,2159.5985072004582,93.42911021906293,90.8941649664783,69.19114792230734,90.4842776159271,0,1038925.432855935,1.1821209260188432,2114.195613539023
2020-04-26,manufacturing,204.98497301451022,2058.050055630061,95.52728050624152,93.17687807742905,70.40227667205146,86.93342730172573,1,967108.0496909195,1.180671160464937,2014.4058496971381
2020-04-27,manufacturing,195.40173853181207,1969.3233505066194,104.1082324065197,86.18161056216076,76.45804374839405,92.0140554885153,0,979761.436431674,1.1791678581469818,1927.200712113699
2020-04-28,manufacturing,221.71713105576185,2481.470748204303,114.02644311000546,93.4351961664154,86.76722125738142,91.01766715461737,0,967144.4494787339,1.1776114645258986,2427.9399349889272
2020-04-29,manufacturing,212.33913628656754,2025.840874283998,100.94630126413325,79.18727075899137,69.36181844599045,88.39950510623545,0,1043088.9353278691,1.1760024407947072,1981.7686505107263
2020-04-30,manufacturing,242.17272176101602,2558.1342158436587,120.67409908490437,85.96432087174415,70.58600932674787,88.50530556817478,1,993165.3726177468,1.1743412637418644,2502.0142696094285
2020-05-01,manufacturing,196.24382206918352,2038.4105399907737,96.63530441315297,83.51784926004424,73.86292107890978,86.82927091688069,2,1125882.5492448383,1.1726284256099824,1993.3195572962793
2020-05-02,manufacturing,214.33607470671936,2148.1798229486626,96.11710629378435,89.26662597868786,67.27753484467169,85.55097959819486,0,1064185.128248443,1.1708644339499654,2100.267951211965
2020-05-03,manufacturing,259.43587781455864,2554.1739476563675,131.698226928822,85.93453635629537,81.30887250290834,82.998502590595,0,1202172.1865682616,1.1690498114706127,2496.7400545006576
2020-05-04,manufacturing,237.40093208289468,2392.731942548165,127.11360194571364,82.025706826379,84.03110892399927,87.40846277331892,0,1008185.8159166941,1.1671850958837275,2338.4908528084993
2020-05-05,manufacturing,227.74150295650014,2148.831135006553,107.3548264553158,73.22434167194854,82.29214550949519,96.15687984305337,0,889694.2348453444,1.165270839744782,2099.7262187586884
2020-05-06,manufacturing,167.165634882193,1633.6762740617871,94.67758922391705,79.08789690638378,82.72145633770928,90.400211896377,0,985089.9270189242,1.1633076102891833,1596.044974147384
2020-05-07,manufacturing,217.79882864259,2115.8047957606113,116.29040659136281,88.29313422091185,67.10270435678227,94.44409417945039,1,979191.1191641983,1.161295989264189,2066.6809915445974
2020-05-08,manufacturing,247.08629915908506,2550.692888377034,129.80664834297102,88.67517797291794,87.145439115477,91.01247186605093,0,1141149.4648964172,1.1592365727565233,2491.0057421773517
2020-05-09,manufacturing,218.3228638235815,2060.2185380802975,119.00841014619043,80.05225219075774,78.4513814997117,91.35072862724458,0,1024480.9874667607,1.157129971015743,2011.6320314235593
2020-05-10,manufacturing,196.76759966183312,1757.9022021754515,93.36384942984216,83.59427626322332,61.57315032293288,86.0632555060085,0,904693.8727182751,1.1549768082734082,1716.12390486598
2020-05-11,manufacturing,205.53017991305313,1964.0473516546256,100.8763625970242,88.40138648658338,73.31379601535473,85.48151325266349,0,916901.0539475422,1.1527777225581086,1917.0107514596061
2020-05-12,manufacturing,237.83607424973926,2558.565252264172,132.3803266726297,76.99481768402853,80.55040361210482,90.61959871898158,0,987224.3183726615,1.1505333655064016,2496.8229097963713
2020-05-13,manufacturing,209.152028328621,2188.4576577737357,101.78471841060104,88.15811048737666,97.93077064013535,87.30748094406168,1,1131869.9400885622,1.1482444021697191,2135.2465300801514
2020-05-14,manufacturing,213.64939431363757,2221.8313301155617,105.68442721085178,77.5106423489005,80.15894275898859,100.21436248493933,1,807283.8087531704,1.1459115108172975,2167.4025553010306
2020-05-15,manufacturing,196.98515061877174,1931.1141002151508,104.83857957526565,81.34533555748843,73.74809331394925,90.49990134991918,0,843504.2733144283,1.1435353827351924,1883.4540630069157
2020-05-16,manufacturing,169.28940911225158,1776.909080718204,88.57622752838554,78.92115000480794,81.50642532186674,90.7023070578837,1,1065280.9271228814,1.1411167220214355,1732.7299884005301
2020-05-17,manufacturing,182.01941779110965,1791.714300419094,94.36251830945395,85.83193215178308,74.91883879522777,81.94958958156622,0,933501.4291857177,1.1386562453773956,1746.8395546864767
2020-05-18,manufacturing,201.90001057295777,2006.9525649690106,110.5909475492884,83.5720581208791,77.69092137583088,90.79171770275434,1,861402.7613631574,1.1361546818954031,1956.3201236590064
2020-05-19,manufacturing,178.2189483571075,1835.7294257119784,99.20476913518888,89.96159310041762,73.92944218931207,91.12868649548167,0,1026509.878291086,1.1336127728427068,1789.0810911280723
2020-05-20,manufacturing,169.84735782287825,1611.019785608527,88.64118990432884,74.07533363657755,81.54463154117168,78.7162530078228,0,1141519.456739715,1.1310312714418171,1569.787103709954
2020-05-21,manufacturing,212.23879780268675,2075.942580431508,98.44485116188498,91.46368284516214,77.6446456839914,100.26751097591533,0,1048355.6905585892,1.1284109426473128,2022.4310806434198
2020-05-22,manufacturing,214.7372730209282,2282.654569848275,103.28695518572096,81.5203413101468,83.4702657802039,85.53462788382821,0,1041168.2395355552,1.125752562919167,2223.3973579801846
2020-05-23,manufacturing,194.55355120121465,2083.2975999726254,97.184227456626,85.59450634696907,73.69500650774633,100.51680110091078,0,1022784.5060657668,1.1230569199926654,2028.8347925144747
2020-05-24,manufacturing,225.98706808327142,2392.4434535241157,121.72042232418836,85.77471315272165,72.29554218795666,84.75817569541937,0,978786.0066781224,1.1203248126449845,2329.461395515437
2020-05-25,manufacturing,213.02782736367365,2217.4725891023163,114.48979531583281,85.21116413289351,74.25336110496325,84.45624056276083,0,1062678.6126004911,1.1175570504584946,2158.6913230292203
2020-05-26,manufacturing,180.61392668215498,1743.080705497505,89.41173722474738,82.6261335381177,84.04270463598529,97.32900099795805,0,950838.2381482297,1.114754453580865,1696.5560650948294
2020-05-27,manufacturing,239.7325471778711,2238.8841896996682,108.5183263575275,83.70387378421213,72.0929008571474,82.19887384969063,0,921665.9765296348,1.1119178524820352,2178.7167352415604
2020-05-28,manufacturing,197.65144728066247,2117.038016521892,104.76745598984813,82.44206782563776,68.30188265222694,94.46717677303477,2,1180382.082710765,1.1090480877081301,2059.758011687296
2020-05-29,manufacturing,215.0726585089441,2122.204735065814,124.21247881616168,88.43730699656416,94.34499145820618,88.43344898117961,1,964545.4380876624,1.1061460096323867,2064.3969644031436
2020-05-30,manufacturing,214.3967346471898,2189.3694395426865,113.23725775190927,80.17693251329094,80.0456687951994,91.9418237656289,1,950102.4755208369,1.1032124782031705,2129.3318863559584
2020-05-31,manufacturing,214.99767276017306,2173.743983876962,98.38133096362692,92.73341884591605,68.45329149489437,95.7869718152688,0,1013007.466582041,1.1002483626891553,2113.7375228960805
2020-06-01,manufacturing,196.98481046494416,1963.2848045770227,118.75893383173074,73.81429312410255,74.34708737786283,88.03863280813793,0,1135780.2284945056,1.097254541421738,1908.7291756381364
2020-06-02,manufacturing,173.82897306519743,1782.455118981596,92.55971219243524,79.18840515845409,75.28859043625506,99.96442641073688,0,991297.0217945012,1.0942319015347728,1732.5985132769918
